,Source,Text,FAQ item,FAQ link
1275,T5 Augmentation April 2021,"Can I return this perfume if I didn't like it, what should I do?","Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1276,T5 Augmentation April 2021,"I wanted a perfume, can someone send it back?","Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1277,T5 Augmentation April 2021,When will we get this perfume?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1278,T5 Augmentation April 2021,Can I send it to a return address please?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1279,T5 Augmentation April 2021,I don't like perfume can I send back?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1280,T5 Augmentation April 2021,Does it matter if I love a perfume that I bought and send it back to the store?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1281,T5 Augmentation April 2021,Can I return a fragrance I bought online that I didn't like?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1282,T5 Augmentation April 2021,Can I send my perfume back?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1283,T5 Augmentation April 2021,I am worried I cannot return the perfume. How do I return it?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1284,T5 Augmentation April 2021,How do I send back a perfume if you didn't like the perfume on my phone?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1285,T5 Augmentation April 2021,"I am the only one who was completely unhappy with my fragrance, can I return it in another store?","Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1286,T5 Augmentation April 2021,Can I give back my fragrance if I am not happy with it?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1287,T5 Augmentation April 2021,Can I return perfume?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1288,T5 Augmentation April 2021,Can I send a return order if I am not happy with the perfume I ordered?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1289,T5 Augmentation April 2021,Can I return the perfume?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1290,T5 Augmentation April 2021,What does it tell me about my current perfume and how can I send it back?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1291,T5 Augmentation April 2021,I never received my perfume which I'm in love with. Can I send it back?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1292,T5 Augmentation April 2021,What's the best way to send a damaged perfume?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1293,T5 Augmentation April 2021,What is the best way to send a return of a perfume?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1294,T5 Augmentation April 2021,How do I send back my damaged perfume?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1295,T5 Augmentation April 2021,What can you recommend as a return in this perfume?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1296,T5 Augmentation April 2021,How difficult is it to return a perfume I have purchased here?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1297,T5 Augmentation April 2021,I want to return this perfume I recently bought. Is it good?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1298,T5 Augmentation April 2021,I want to return this perfume. I like the fragrance but not like the effect.,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1299,T5 Augmentation April 2021,I want to return this perfume?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1300,T5 Augmentation April 2021,My girlfriend and I are going to send this perfume back to our homes. I have returned it but I can't buy it.,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1301,T5 Augmentation April 2021,I want to return this perfume. Can you please return it?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1302,T5 Augmentation April 2021,I want to return this perfume of misty perfume to my girlfriend. I can't get that to happen to me.,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1303,T5 Augmentation April 2021,I want to return fragrance. I have a perfume that is not my first time using.,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1304,T5 Augmentation April 2021,I want to return this perfume. I want to refund of my purchase.,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1305,T5 Augmentation April 2021,How can I return any perfume I am sent?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1306,T5 Augmentation April 2021,The perfume I've ordered does not smell bad. Can I go shopping and get another one?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1307,T5 Augmentation April 2021,Can I send my friend the perfume I have bought back?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
1308,T5 Augmentation April 2021,I don't like perfume. Can I send it back?,"Can I return aerosols, cosmetics, liquids, perfumes or batteries?",https://www.asos.com/customer-care/returns-refunds/can-i-return-aerosols-cosmetics-liquids-perfumes-or-batteries/
